Country,EdLevel,YearsCodePro,Industry,Salary
Brazil,Bachelor's Degree,7.0,Financial Services,24345.0
Germany,Master's Degree,2.0,"Information Services, IT, Software Development, or other Technology",53545.0
United Kingdom and Northern Ireland,Bachelor's Degree,7.0,Other,64552.0
Netherlands,Master's Degree,6.0,Financial Services,91026.0
United Kingdom and Northern Ireland,Master's Degree,32.0,Financial Services,111724.0
India,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",21810.0
Brazil,Bachelor's Degree,5.0,Financial Services,29214.0
Brazil,Bachelor's Degree,6.0,Other,18259.0
United Kingdom and Northern Ireland,Master's Degree,22.0,"Information Services, IT, Software Development, or other Technology",102662.0
Germany,Less than a Bachelor's,15.0,"Information Services, IT, Software Development, or other Technology",69608.0
Germany,Bachelor's Degree,12.0,Higher Education,64254.0
United Kingdom and Northern Ireland,Bachelor's Degree,15.0,Retail and Consumer Services,93104.0
United Kingdom and Northern Ireland,Bachelor's Degree,15.0,"Information Services, IT, Software Development, or other Technology",167587.0
Germany,Bachelor's Degree,22.0,"Manufacturing, Transportation, or Supply Chain",139216.0
Canada,Less than a Bachelor's,3.0,"Information Services, IT, Software Development, or other Technology",39035.0
Poland,Less than a Bachelor's,11.0,Other,71779.0
United Kingdom and Northern Ireland,Less than a Bachelor's,2.0,Retail and Consumer Services,31035.0
Germany,Bachelor's Degree,12.0,Advertising Services,74856.0
Brazil,Bachelor's Degree,4.0,"Information Services, IT, Software Development, or other Technology",13390.0
Netherlands,Post Grad,10.0,Other,85672.0
France,Master's Degree,12.0,"Information Services, IT, Software Development, or other Technology",56891.0
Canada,Bachelor's Degree,9.0,Advertising Services,66916.0
United Kingdom and Northern Ireland,Bachelor's Degree,10.0,"Information Services, IT, Software Development, or other Technology",124138.0
Brazil,Bachelor's Degree,3.0,Retail and Consumer Services,21911.0
Spain,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",32127.0
United States of America,Master's Degree,5.0,"Information Services, IT, Software Development, or other Technology",125000.0
United Kingdom and Northern Ireland,Bachelor's Degree,9.0,"Information Services, IT, Software Development, or other Technology",50897.0
Canada,Master's Degree,6.0,"Information Services, IT, Software Development, or other Technology",66916.0
Germany,Master's Degree,16.0,Other,94239.0
United Kingdom and Northern Ireland,Bachelor's Degree,10.0,"Manufacturing, Transportation, or Supply Chain",91242.0
United States of America,Bachelor's Degree,17.0,Healthcare,270000.0
Netherlands,Master's Degree,10.0,Higher Education,58899.0
United Kingdom and Northern Ireland,Master's Degree,22.0,Financial Services,192414.0
Brazil,Bachelor's Degree,14.0,Higher Education,29011.0
Spain,Less than a Bachelor's,14.0,"Information Services, IT, Software Development, or other Technology",27843.0
Germany,Master's Degree,17.0,"Manufacturing, Transportation, or Supply Chain",83530.0
Germany,Master's Degree,3.0,Retail and Consumer Services,59970.0
Netherlands,Master's Degree,7.0,Retail and Consumer Services,64254.0
Brazil,Less than a Bachelor's,28.0,Other,52748.0
United Kingdom and Northern Ireland,Bachelor's Degree,19.0,Legal Services,108000.0
United Kingdom and Northern Ireland,Bachelor's Degree,3.0,Retail and Consumer Services,86897.0
United States of America,Bachelor's Degree,10.0,Healthcare,135000.0
Netherlands,Master's Degree,10.0,Financial Services,101735.0
Australia,Less than a Bachelor's,1.0,"Manufacturing, Transportation, or Supply Chain",59494.0
Germany,Bachelor's Degree,39.0,"Information Services, IT, Software Development, or other Technology",85672.0
Italy,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",28914.0
Netherlands,Bachelor's Degree,11.0,"Information Services, IT, Software Development, or other Technology",64254.0
Netherlands,Less than a Bachelor's,8.0,Retail and Consumer Services,123153.0
United States of America,Less than a Bachelor's,2.0,Other,55000.0
India,Master's Degree,3.0,Higher Education,36351.0
United States of America,Less than a Bachelor's,6.0,"Information Services, IT, Software Development, or other Technology",80000.0
United Kingdom and Northern Ireland,Bachelor's Degree,16.0,Other,103655.0
India,Bachelor's Degree,1.0,"Information Services, IT, Software Development, or other Technology",14540.0
Brazil,Less than a Bachelor's,8.0,"Information Services, IT, Software Development, or other Technology",30200.0
Spain,Less than a Bachelor's,1.0,"Information Services, IT, Software Development, or other Technology",32127.0
India,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",30292.0
Canada,Less than a Bachelor's,3.0,Healthcare,38735.0
United Kingdom and Northern Ireland,Master's Degree,16.0,"Information Services, IT, Software Development, or other Technology",106887.0
Germany,Master's Degree,37.0,"Information Services, IT, Software Development, or other Technology",160634.0
Australia,Master's Degree,13.0,Other,105766.0
Brazil,Bachelor's Degree,2.0,Other,20693.0
Spain,Less than a Bachelor's,11.0,"Information Services, IT, Software Development, or other Technology",42300.0
Poland,Bachelor's Degree,9.0,Financial Services,53116.0
Italy,Master's Degree,2.0,Financial Services,37481.0
Germany,Bachelor's Degree,18.0,Financial Services,171343.0
United States of America,Less than a Bachelor's,1.0,Retail and Consumer Services,72000.0
Germany,Less than a Bachelor's,13.0,"Information Services, IT, Software Development, or other Technology",101735.0
United States of America,Bachelor's Degree,14.0,"Manufacturing, Transportation, or Supply Chain",159000.0
Germany,Bachelor's Degree,6.0,Retail and Consumer Services,96381.0
United States of America,Master's Degree,3.0,"Information Services, IT, Software Development, or other Technology",124143.0
United States of America,Bachelor's Degree,17.0,"Information Services, IT, Software Development, or other Technology",140000.0
Italy,Master's Degree,25.0,"Information Services, IT, Software Development, or other Technology",77104.0
United States of America,Less than a Bachelor's,2.0,"Information Services, IT, Software Development, or other Technology",47500.0
France,Less than a Bachelor's,10.0,Financial Services,42836.0
Italy,Less than a Bachelor's,14.0,"Information Services, IT, Software Development, or other Technology",37481.0
Brazil,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",42604.0
Brazil,Less than a Bachelor's,6.0,"Information Services, IT, Software Development, or other Technology",20288.0
United States of America,Bachelor's Degree,10.0,Other,150000.0
United States of America,Bachelor's Degree,8.0,Financial Services,206000.0
United Kingdom and Northern Ireland,Master's Degree,9.0,"Manufacturing, Transportation, or Supply Chain",67696.0
Spain,Bachelor's Degree,21.0,Other,128507.0
United States of America,Less than a Bachelor's,12.0,"Information Services, IT, Software Development, or other Technology",217000.0
Brazil,Bachelor's Degree,13.0,Financial Services,36518.0
Germany,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",88884.0
United States of America,Bachelor's Degree,14.0,"Information Services, IT, Software Development, or other Technology",170000.0
United Kingdom and Northern Ireland,Bachelor's Degree,7.0,Other,94345.0
Brazil,Less than a Bachelor's,7.0,Financial Services,32460.0
United States of America,Master's Degree,10.0,Other,190000.0
Netherlands,Master's Degree,4.0,Advertising Services,53720.0
United Kingdom and Northern Ireland,Less than a Bachelor's,4.0,"Manufacturing, Transportation, or Supply Chain",48265.0
Netherlands,Bachelor's Degree,9.0,Retail and Consumer Services,69608.0
United Kingdom and Northern Ireland,Post Grad,12.0,Higher Education,61324.0
Sweden,Less than a Bachelor's,20.0,Financial Services,64499.0
United States of America,Master's Degree,13.0,Higher Education,90000.0
United Kingdom and Northern Ireland,Master's Degree,0.5,Retail and Consumer Services,43448.0
United States of America,Bachelor's Degree,23.0,"Information Services, IT, Software Development, or other Technology",150000.0
Canada,Bachelor's Degree,16.0,"Information Services, IT, Software Development, or other Technology",118962.0
United States of America,Less than a Bachelor's,5.0,Other,90000.0
United States of America,Master's Degree,40.0,"Information Services, IT, Software Development, or other Technology",150000.0
Netherlands,Master's Degree,12.0,"Information Services, IT, Software Development, or other Technology",96381.0
Netherlands,Master's Degree,4.0,"Information Services, IT, Software Development, or other Technology",110302.0
United States of America,Bachelor's Degree,14.0,Healthcare,212500.0
France,Master's Degree,8.0,"Information Services, IT, Software Development, or other Technology",128507.0
United States of America,Bachelor's Degree,25.0,Financial Services,200000.0
Canada,Less than a Bachelor's,26.0,"Information Services, IT, Software Development, or other Technology",89222.0
United States of America,Master's Degree,15.0,"Information Services, IT, Software Development, or other Technology",250000.0
United States of America,Bachelor's Degree,8.0,Higher Education,135000.0
United States of America,Bachelor's Degree,12.0,Other,125000.0
United States of America,Bachelor's Degree,8.0,Healthcare,180000.0
United States of America,Bachelor's Degree,11.0,"Information Services, IT, Software Development, or other Technology",187000.0
Canada,Bachelor's Degree,22.0,Other,118962.0
Spain,Bachelor's Degree,5.0,"Information Services, IT, Software Development, or other Technology",32127.0
Canada,Bachelor's Degree,7.0,Financial Services,81787.0
Canada,Bachelor's Degree,8.0,Financial Services,96657.0
Canada,Less than a Bachelor's,7.0,"Information Services, IT, Software Development, or other Technology",90000.0
United States of America,Master's Degree,2.0,Healthcare,110000.0
United States of America,Less than a Bachelor's,10.0,Advertising Services,200000.0
Netherlands,Master's Degree,28.0,Other,85672.0
United States of America,Bachelor's Degree,3.0,Higher Education,92000.0
United States of America,Less than a Bachelor's,8.0,Insurance,170000.0
United States of America,Bachelor's Degree,35.0,"Information Services, IT, Software Development, or other Technology",140000.0
United States of America,Less than a Bachelor's,24.0,Financial Services,200000.0
Canada,Less than a Bachelor's,6.0,"Information Services, IT, Software Development, or other Technology",59481.0
United States of America,Bachelor's Degree,7.0,Other,180000.0
Brazil,Bachelor's Degree,22.0,Advertising Services,180000.0
Canada,Bachelor's Degree,2.0,Retail and Consumer Services,162830.0
United States of America,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",178000.0
United States of America,Master's Degree,25.0,"Information Services, IT, Software Development, or other Technology",195000.0
United States of America,Master's Degree,15.0,Financial Services,145000.0
United States of America,Master's Degree,17.0,Financial Services,185000.0
Canada,Less than a Bachelor's,7.0,"Information Services, IT, Software Development, or other Technology",70634.0
Germany,Master's Degree,2.0,"Manufacturing, Transportation, or Supply Chain",78175.0
United Kingdom and Northern Ireland,Bachelor's Degree,12.0,Other,91862.0
United States of America,Bachelor's Degree,7.0,Oil & Gas,195000.0
United States of America,Bachelor's Degree,10.0,Retail and Consumer Services,170000.0
Canada,Bachelor's Degree,11.0,"Information Services, IT, Software Development, or other Technology",148703.0
United States of America,Less than a Bachelor's,25.0,Healthcare,185000.0
